banana/banana_3,This is a Yellow color, banana
banana/banana_3,banana
banana/banana_3,This is a yellow banana
banana/banana_3,This is a ripe banana
cuboid/cuboid_2,green rectangle
cuboid/cuboid_2,This is a green rectangle
cuboid/cuboid_2,This is a green, rectangular prism
cuboid/cuboid_2,This is a green block
cuboid/cuboid_2,This is a green rectangle
cuboid/cuboid_2,This is a green cuboid
cuboid/cuboid_2,This is a large sized green block This is a picture of a green rectangular shaped block
cuboid/cuboid_2,This is a green rectangular block
cuboid/cuboid_2,This is a rectangular green wedge
cuboid/cuboid_2,This is a green color, Rectangle shape
cuboid/cuboid_2,This is a green wooden block
cuboid/cuboid_2,A beautifully- colored green long rectangular object which is solid
cuboid/cuboid_2,this is a parallelepiped shaped green play block
cuboid/cuboid_2,This is a green rectangular shape
banana/banana_1,This is a banana
banana/banana_1,This is a banana It is yellow
banana/banana_1,This is a yellow banana
banana/banana_1,a peeled banana on its side
banana/banana_1,This is a banana  This is a bright yellow banana  This is an unpeeled banana
banana/banana_1,A picture is a yellow banana
banana/banana_1,This is a banana
banana/banana_1,This is a ripe banana
banana/banana_1,This is a Yellow color, banana
banana/banana_1,This is a banana before it is peeled
banana/banana_1,This is a banana
banana/banana_1,This is a bananna
banana/banana_1,this is a banana
banana/banana_1,This is a banana
tomato/tomato_1,This is a tomato
tomato/tomato_1,This object appears to be a bright red tomato Most likely of the grape or roma variety
tomato/tomato_1,This is a roma tomato
tomato/tomato_1,A red roma tomato
tomato/tomato_1,This is a small red tomato
tomato/tomato_1,A picture of a red plum
tomato/tomato_1,A picture of a red tomato
tomato/tomato_1,This is a red color, tomato
tomato/tomato_1,This is a red jellybean
tomato/tomato_1,This is a ripe tomato
tomato/tomato_1,This is a tomato
tomato/tomato_1,this is a miny mini tomato
tomato/tomato_1,This is a tomato
tomato/tomato_1,tomato
corn/corn_4,This is corn
corn/corn_4,This is a corn cob that has been husked and cleaned up
corn/corn_4,This is a very pale yellow cob of corn
corn/corn_4,This is a Yellow color, Scorn
corn/corn_4,This is a corn on the cob
corn/corn_4,This is an ear of corn
corn/corn_4,This is corn on the cob white corn
corn/corn_4,This is a corn
corn/corn_4,This is corn
corn/corn_4,This is a vegetable  It is a pale yellow ear of corn
corn/corn_4,This is a piece of corn A piece of corn on the cob A medium sized piece of yellow corn on the cob
corn/corn_4,This is an ear of corn
corn/corn_4,this is an ear of corn
corn/corn_4,A Picture of a corn
tomato/tomato_2,
tomato/tomato_2,This is a ripe tomato
tomato/tomato_2,this is a mini tomato
tomato/tomato_2,This is a red jellybean
tomato/tomato_2,This is a red tomato
tomato/tomato_2,This is a roma tomato
tomato/tomato_2,This is a roma tomato
tomato/tomato_2,A picture of a red tomato
tomato/tomato_2,This is a red tomato
tomato/tomato_2,this is a tomato
tomato/tomato_2,This is a tomato
tomato/tomato_2,A picture of a red plum
tomato/tomato_2,This is a tomato
tomato/tomato_2,This is a steak of beef
lemon/lemon_4,This is a lemon
lemon/lemon_4,this is a lemon
lemon/lemon_4,This is a Yellow color mango
lemon/lemon_4,This is a small fresh lemon
lemon/lemon_4,This is a yellow lemon with a textured outer peel
lemon/lemon_4,This is a lemon
lemon/lemon_4,A picture of a yellow lemon
lemon/lemon_4,This is a lemon
lemon/lemon_4,This is a yellow lemon
lemon/lemon_4,This fruit is a lemon
lemon/lemon_4,This is a lemon
lemon/lemon_4,This is a yellow lemon
lemon/lemon_4,This is a picture of a lemon The lemon is yellow It has an oval-like shape to it It is laying on it's side
lemon/lemon_4,This is a lemon
tomato/tomato_3,A round, deep red, plump tomato A tomato that looks like it was just picked from the vine This tomato does not look bruised or overripe
tomato/tomato_3,This is a tomato
tomato/tomato_3,This is a ripe, red, tomato
tomato/tomato_3,This is a tomato with its stem attached
tomato/tomato_3,A large red ripe tomato
tomato/tomato_3,A picture of a red tomato
tomato/tomato_3,This is a ripe tomato
tomato/tomato_3,This is a red tomato
tomato/tomato_3,This is a large round red tomato
tomato/tomato_3,This is a red color tomato
tomato/tomato_3,this is a red tomato
tomato/tomato_3,This is a tomato
tomato/tomato_3,This is a red and ripe tomato
tomato/tomato_3,This is a red tomato with a green stem
corn/corn_2,This is a long and pointed-tip white cob of corn
corn/corn_2,This is corn
corn/corn_2,This is corn, laying on its side
corn/corn_2,This is a corn
corn/corn_2,This is corn on the cob laying on its side
corn/corn_2,This is corn This is a piece of corn on the cob A large piece of corn on the cob This is corn
corn/corn_2,this is a baby corn
corn/corn_2,This is an ear of corn
corn/corn_2,image is sweet corn
corn/corn_2,this is an ear of corn
corn/corn_2,This is a corn
corn/corn_2,This is an ear of corn
corn/corn_2,This is a Yellow color, corn
corn/corn_2,This is a Light yellow ear of corn
semicylinder/semicylinder_1,A half oval blue toy block
semicylinder/semicylinder_1,This is a blue half circle shape
semicylinder/semicylinder_1,This is a blue half cylinder shape
semicylinder/semicylinder_1,This is blue color, semi circle
semicylinder/semicylinder_1,This is a cube
semicylinder/semicylinder_1,This is a semicylinder shape
semicylinder/semicylinder_1,this is a blue half semi circle block
semicylinder/semicylinder_1,this is a blue piece of a play block with an half cilynder shape
semicylinder/semicylinder_1,blue half cylinder
semicylinder/semicylinder_1,This is a blue semicylinder
semicylinder/semicylinder_1,This is a blue half-circle wedge
semicylinder/semicylinder_1,This is a blue semicylinder
semicylinder/semicylinder_1,This is a blue half cylinder
semicylinder/semicylinder_1,This is a blue wooden block
arch/arch_4,this is a door stop
arch/arch_4,This is a red shape with a curved indentation
arch/arch_4,That is a red arch
arch/arch_4,This is a red arch
arch/arch_4,This is a red color, semiarc shape
arch/arch_4,this is a bridge shaped  red play block
arch/arch_4,A photo of a red curved object
arch/arch_4,A red childs wooden block A picture of a red building block
arch/arch_4,This is a red child's toy, half dome in shape
arch/arch_4,This is a red 3d object that looks like a rectangle with a half circle in the middle
arch/arch_4,This is a long, arched red object
arch/arch_4,This is a cube
arch/arch_4,This is a red sloping platform of a shape that would be found in a skateboard's playground
arch/arch_4,This is a red wooden block
plum/plum_2,this is a red fruit like a berry
plum/plum_2,This is a plum
plum/plum_2,this is a pulm
plum/plum_2,This is a dark red apple
plum/plum_2,This is an apple
plum/plum_2,This is a shiny, red apple; This object is upright
plum/plum_2,This is a red delicious apple
plum/plum_2,This is a picture of a purple grape
plum/plum_2,This is a purple plum This is a picture of a small sized purple plum
plum/plum_2,This is red color, Apple
plum/plum_2,This is a red plum
plum/plum_2,This object appears to be a darkly colored red apple
plum/plum_2,This is a red apple
plum/plum_2,This is a red apple with sitting topside up
cucumber/cucumber_4,A green cucumber laying on its side
cucumber/cucumber_4,This is a cylindrical green vegetable
cucumber/cucumber_4,This is a green color, cucumber
cucumber/cucumber_4,this is a cucumber
cucumber/cucumber_4,This is a cucumber
cucumber/cucumber_4,This is a picture of a cucumber
cucumber/cucumber_4,this is a cucumber
cucumber/cucumber_4,This is a cucumber
cucumber/cucumber_4,This is a cucumber
cucumber/cucumber_4,This is a green cucumber
cucumber/cucumber_4,This is a green cucumber laying on its side
cucumber/cucumber_4,This is a green cucumber
cucumber/cucumber_4,This is a cucumber
cucumber/cucumber_4,This is a cucumber
plum/plum_3,This is a red apple
plum/plum_3,This is a red apple
plum/plum_3,This is a pulm
plum/plum_3,This is a red apple
plum/plum_3,this is a little purple berry
plum/plum_3,This is a small red delicious apple
plum/plum_3,This is a picture of a red apple
plum/plum_3,a picture of a red apple
plum/plum_3,This is a cherry
plum/plum_3,This is red color, Apple
plum/plum_3,This is an apple Apple is red in color
plum/plum_3,This is a dark red apple
plum/plum_3,This is an apple
plum/plum_3,This is perhaps an apple or a pomegranate
arch/arch_2,This is a blue shape with a curved indentation
arch/arch_2,This is a blue wooden block
arch/arch_2,A bridge shaped blue toy block
arch/arch_2,This is a piece of blue curved plastic
arch/arch_2,This is an arched shaped, brightly blue colored child's toy
arch/arch_2,This is a blue sloping platform of a shape that would be found in a skateboard's playground
arch/arch_2,That is a arch
arch/arch_2,a picture is cube
arch/arch_2,This is a concave blue block
arch/arch_2,this is a door stop
arch/arch_2,This is a blue arch
arch/arch_2,this is a bridge shaped blue play block
arch/arch_2,This is blue color semi arc
arch/arch_2,An arch Shaped brightly colored child's  toy
plum/plum_4,This is an apple
plum/plum_4,This is a small, purple grape
plum/plum_4,A picture of a red plum
plum/plum_4,this is an apple
plum/plum_4,A red apple
plum/plum_4,This is a small purple plum
plum/plum_4,This is a ripe tomato
plum/plum_4,This is red color, Apple
plum/plum_4,this is a pomegranate
plum/plum_4,This is a red plum
plum/plum_4,This is a red apple
plum/plum_4,This is a pomegranate
plum/plum_4,A picture of a red plum
plum/plum_4,This is a red apple
cucumber/cucumber_3,this is a cucumber
cucumber/cucumber_3,A picture of a cucumber
cucumber/cucumber_3,This is a cucumber 
cucumber/cucumber_3,this is vegetable cucumber
cucumber/cucumber_3,This is a cucumber The cucumber is green,
cucumber/cucumber_3,This is a cucumber
cucumber/cucumber_3,This is a dark green cylindrical vegetable
cucumber/cucumber_3,green cucumber on its side
cucumber/cucumber_3,This is a cucumber
cucumber/cucumber_3,This is a green color, cucumber
cucumber/cucumber_3,This is a cucumber
cucumber/cucumber_3,This is a cucumber
cucumber/cucumber_3,This is a cucumber
cucumber/cucumber_3,This is a cucumber
cucumber/cucumber_1,This is a cucumber
cucumber/cucumber_1,This is a green vegetable, probably a cucumber
cucumber/cucumber_1,A picture of a cucumber
cucumber/cucumber_1,A picture of a cucumber This is a picture of a vegetable called a cucumber A picture captured from different angles of a cucumber
cucumber/cucumber_1,This is a cucumber
cucumber/cucumber_1,This is a cucumber
cucumber/cucumber_1,This is a cucumber
cucumber/cucumber_1,This is a cucumber lying on its side
cucumber/cucumber_1,This is a dark green zucchini
cucumber/cucumber_1,This is a cucumber
cucumber/cucumber_1,This is a cucumber
cucumber/cucumber_1,This is a green color, cucumber
cucumber/cucumber_1,This is a picture of a cucumber
cucumber/cucumber_1,This is a green cucumber
arch/arch_3,This is a shape of cube
arch/arch_3,This is green concave shape with a three flat faces
arch/arch_3,this is a bridge shaped green playblock
arch/arch_3,This is a green shape with a curved indentation
arch/arch_3,This is a green archway
arch/arch_3,This is a green 3d shape that looks like a rectangle with a half circle missing from the middle
arch/arch_3,This is a green wooden block This is a picture of a child's toy called a block A green curved shaped block
arch/arch_3,This object appears to be a green rectangular prism (block) that had a chunk of it taken out The chunk taken out resembles a wide cylinder
arch/arch_3,This is an arched shaped, green colored child's toy
arch/arch_3,This is a green prism, with a half circle taken out of the side
arch/arch_3,This is a green color, semi-circle
arch/arch_3,arch
arch/arch_3,This is a green sloping platform of a shape that would be found in a skateboard's playground
arch/arch_3,This is a green child's toy
cucumber/cucumber_2,green cucumber on its side
cucumber/cucumber_2,This is a cucumber
cucumber/cucumber_2,This is a cucumber
cucumber/cucumber_2,This is a cucumber
cucumber/cucumber_2,This is a cucumber
cucumber/cucumber_2,This is a green cucumber
cucumber/cucumber_2,This is a picture of a cucumber This is a cucumber
cucumber/cucumber_2,This is a smooth green cucumber
cucumber/cucumber_2,This is a dark green zucchini
cucumber/cucumber_2,This is a green color, cucumber
cucumber/cucumber_2,This is a cucumber
cucumber/cucumber_2,A cucumber which looks at its perfect ripeness for good eating
cucumber/cucumber_2,this is a cucumber
cucumber/cucumber_2,This is a cucumber
arch/arch_1,This is a half circle cut out of a rectangle
arch/arch_1,This object is yellow  It has a semi-circle cut out of the middle
arch/arch_1,This is a yellow sloping platform of a shape that would be found in a skateboard's playground
arch/arch_1,a yellow sponge
arch/arch_1,This is a yellow shape with what appears to be a white stand underneath
arch/arch_1,That is a yellow arch
arch/arch_1,An arc-shaped, bright yellow block
arch/arch_1,This is a child's toy wooden block
arch/arch_1,This is yellow color, semi arc
arch/arch_1,This is a yellow block shaped like an arch
arch/arch_1,This is an arc shaped child's block
arch/arch_1,This is a piece of milled structural material
arch/arch_1,this is a brige shaped yellow play block
arch/arch_1,This is a yellow shape with a curved indentation
triangle/triangle_1,This is a red triangle block
triangle/triangle_1,This object resembles the shape of a cheese wedge, but is bright red in color
triangle/triangle_1,This is a red triangular wedge
triangle/triangle_1,A red triangular block
triangle/triangle_1,This is a red triangular prism
triangle/triangle_1,This is a cake
triangle/triangle_1,This is a tiangle
triangle/triangle_1,This is a red color, triangle shape
triangle/triangle_1,This is a red triangular prism
triangle/triangle_1,This is a red wooden block
triangle/triangle_1,this is a red wedge shape
triangle/triangle_1,this is a re roof shaped play block
triangle/triangle_1,This is a red colored, triangular prism
triangle/triangle_1,tringle
cube/cube_4,This is a red cube
cube/cube_4,This is a red 3d object that looks like a square
cube/cube_4,This is a very slightly pentagonal red case
cube/cube_4,This is a red color, Square shape
cube/cube_4,This is a red cube
cube/cube_4,This is a toy red square block
cube/cube_4,This is a red square block
cube/cube_4,This is a cube shape
cube/cube_4,This is a red cube
cube/cube_4,This is an red block It is a cube
cube/cube_4,A small square shaped red block A picture of a small square red building block A child's red square building block toy
cube/cube_4,
cube/cube_4,this is a red cube
cube/cube_4,That is a cube
triangle/triangle_2,This is a Yellow color, triangle shape
triangle/triangle_2,This is a yellow wooden block
triangle/triangle_2,this is a yellow ramp shape play block
triangle/triangle_2,This is a yellow, triangular prism
triangle/triangle_2,This is a yellow wedge
triangle/triangle_2,This is a wedge shaped child's block
triangle/triangle_2,This is a triangular yellow wedge
triangle/triangle_2,This is a triangle
triangle/triangle_2,This is a yellow triangular prism
triangle/triangle_2,this is a triangle
triangle/triangle_2,This is a yellow triangle shape
triangle/triangle_2,This is a triangle shape
triangle/triangle_2,This is a bright yellow colored, triangular prism child's toy
triangle/triangle_2,This is a wedge of cheese
lime/lime_4,This is a lime
lime/lime_4,this is  lime
lime/lime_4,This is a green color, chow chow
lime/lime_4,This is a bright green colored lime
lime/lime_4,This is a green lime
lime/lime_4,This is a lime
lime/lime_4,This is a green lemon
lime/lime_4,This is a lime
lime/lime_4,This is a green lime
lime/lime_4,This fruit is a lime
lime/lime_4,
lime/lime_4,This is a green lime
lime/lime_4,This is a green lime They are small and circular This lime happens to be propped up
lime/lime_4,This is a lime
triangle/triangle_3,This is a green triangle that looks like a wooden toy  The triangle looks to be an obtuse triangle  The triangle is shown in different positions
triangle/triangle_3,This is a green wedge shape
triangle/triangle_3,This is a green triangular prism
triangle/triangle_3,This is a green triangle
triangle/triangle_3,A green triangular block
triangle/triangle_3,This is a triangle
triangle/triangle_3,This is a green wooden block
triangle/triangle_3,This is a green triangular prism
triangle/triangle_3,This is a triangular green wedge
triangle/triangle_3,This is a green color, triangle shape
triangle/triangle_3,this is a ramp shaped green play block
triangle/triangle_3,This is a toy green triangle block
triangle/triangle_3,This is a green 3-D triangular shape
triangle/triangle_3,This is a green triangular prism
cube/cube_2,This is a green cube
cube/cube_2,This is a green cube
cube/cube_2,This is a green cube
cube/cube_2,This is a cube
cube/cube_2,This is a green cube
cube/cube_2,This is a small green square shaped block This is a green block
cube/cube_2,this is a green cube play block
cube/cube_2,This is a green wooden block
cube/cube_2,this is a cube
cube/cube_2,This is a green cube
cube/cube_2,This is a green cube
cube/cube_2,This is a slighty out of shape green square
cube/cube_2,This is a green color, square shape
cube/cube_2,This is a green cube
potato/potato_1,A red potato
potato/potato_1,This is a potato
potato/potato_1,This is a red plumb
potato/potato_1,This is a red color, apple
potato/potato_1,This is a potato
potato/potato_1,A picture of a  potato
potato/potato_1,A red potato This red potato has very few eyes or blemishes
potato/potato_1,this is a red fruit
potato/potato_1,red plum
potato/potato_1,This is a beet
potato/potato_1,This is a red potato
potato/potato_1,This is a potato
potato/potato_1,This is an apple
potato/potato_1,This is an apple
cabbage/cabbage_4,this is cabbage
cabbage/cabbage_4,This is a purple cabbage
cabbage/cabbage_4,This is a cabbage
cabbage/cabbage_4,This is a purple cabbage
cabbage/cabbage_4,This is a purple color, cabbage
cabbage/cabbage_4,this is a  purple fruit
cabbage/cabbage_4,A picture of a purple cabbage like object
cabbage/cabbage_4,A picture of a purple head of cabbage A fresh head of cabbage
cabbage/cabbage_4,This is purple cabbage
cabbage/cabbage_4,This is a whole purple cabbage
cabbage/cabbage_4,This is a red cabbage
cabbage/cabbage_4,A picture of a cabbage
cabbage/cabbage_4,This is a dark purple cabbage
cabbage/cabbage_4,This is a purple cabage
potato/potato_2,this is a red plum
potato/potato_2,This is a baby red potato
potato/potato_2,this is a potato
potato/potato_2,This is a red potato
potato/potato_2,This is a tomato
potato/potato_2,A picture of a red potato; This object has small indentations
potato/potato_2,This is a picture of a red potato
potato/potato_2,This is a picture of a beet
potato/potato_2,This is a potato This is a picture of an unpeeled red potato A picture of a small red potato
potato/potato_2,This is a red color,  apple
potato/potato_2,This is a potato
potato/potato_2,This object appears to be a small red potato
potato/potato_2,This is a potato
potato/potato_2,This is a red potato sitting on its side
cylinder/cylinder_4,A long green cylinder block
cylinder/cylinder_4,This is a glossy green cylinder
cylinder/cylinder_4,This is a green color, Cylinder shape
cylinder/cylinder_4,this is a cylinder
cylinder/cylinder_4,This is a green, cylinder
cylinder/cylinder_4,This is a green cylinder
cylinder/cylinder_4,this is a green cylinder shape play block
cylinder/cylinder_4,This is a green cylinder
cylinder/cylinder_4,This is a green cylinder
cylinder/cylinder_4,That is a cylinder
cylinder/cylinder_4,This is a greed 3d object that looks like a cylinder
cylinder/cylinder_4,This is a green cyclinder
cylinder/cylinder_4,This is a child's toy green cylinder
cylinder/cylinder_4,This is a green cylinder
potato/potato_3,This is a potato
potato/potato_3,This is a potato
potato/potato_3,This is a potato
potato/potato_3,This is a brown potato
potato/potato_3,this is a piece of bred
potato/potato_3,This appears to be a lightly brown colored baked or uncooked potato
potato/potato_3,This picture is a potato
potato/potato_3,this is a potato
potato/potato_3,This is a potato
potato/potato_3,This is a shapeless object, Cream color
potato/potato_3,This is a Potato Potatoes are in different shapes Potato is brown in color
potato/potato_3,This is an oblong beige object with irregular surface texture
potato/potato_3,This is a potato
potato/potato_3,This is a potato
cabbage/cabbage_2,This is a purple cabbage
cabbage/cabbage_2,This is a purple cabage
cabbage/cabbage_2,An unpeeled purple cabbage
cabbage/cabbage_2,This is purple cabbage
cabbage/cabbage_2,This is a red cabbage
cabbage/cabbage_2,This is a red cabbage
cabbage/cabbage_2,This is a cabbage
cabbage/cabbage_2,A picture of a red cabbage
cabbage/cabbage_2,This is a purple cabbage  It is sphere shaped
cabbage/cabbage_2,this is cabbage
cabbage/cabbage_2,This is a purple cabbage
cabbage/cabbage_2,this is a red cabbage
cabbage/cabbage_2,This is a purple color, cabbage
cabbage/cabbage_2,A picture of a black cabbage
potato/potato_4,This is a potato
potato/potato_4,This is a potato
potato/potato_4,This is a potato
potato/potato_4,this is a potato
potato/potato_4,A peeled potato
potato/potato_4,This is a brown potato
potato/potato_4,This is a potato
potato/potato_4,This is a yellow color, potato
potato/potato_4,this is a potato
potato/potato_4,This is a potato
potato/potato_4,This is a potato
potato/potato_4,This is a potato
potato/potato_4,this is a potato
potato/potato_4,This is a yellow potato
cylinder/cylinder_2,this is a red cylinder play block
cylinder/cylinder_2,A picture of a red cylinder
cylinder/cylinder_2,This is a red cylinder
cylinder/cylinder_2,red cylinder image
cylinder/cylinder_2,This is a cylinder The cylinder is read The cross section is circular
cylinder/cylinder_2,This is a child's toy red cylinder
cylinder/cylinder_2,This is a red cylinder
cylinder/cylinder_2,a red cylinder
cylinder/cylinder_2,This is a red cylinder
cylinder/cylinder_2,This is a red color, Cylinder shape
cylinder/cylinder_2,This is a red cylinder
cylinder/cylinder_2,This is a red cylinder
cylinder/cylinder_2,This is a red cylinder shape
cylinder/cylinder_2,This is a red cylinder
cylinder/cylinder_1,This is a yellow cylinder
cylinder/cylinder_1,This is a yellow cylindrical shape
cylinder/cylinder_1,A picture of a yellow solid tube
cylinder/cylinder_1,This is a yellow cylinder shaped block A picture of a cylinder shaped yellow block from different angles
cylinder/cylinder_1,This is a bright, yellow cylinder
cylinder/cylinder_1,This is a toy yellow round block
cylinder/cylinder_1,This is a yellow cylinder
cylinder/cylinder_1,This is a yellow cylinder
cylinder/cylinder_1,This is a cylindrical yellow object
cylinder/cylinder_1,This is a child's toy yellow cylinder
cylinder/cylinder_1,this is a green cylinder shape
cylinder/cylinder_1,This is a yellow color, Cylinder shape
cylinder/cylinder_1,This is a picture of a yellow cylinder block
cylinder/cylinder_1,This is a yellow cylinder
cabbage/cabbage_3,A picture of a red cabbage
cabbage/cabbage_3,This is a dark purple cabbage
cabbage/cabbage_3,this is a purple fuit
cabbage/cabbage_3,This is a purple cabbage
cabbage/cabbage_3,This is a cabbage
cabbage/cabbage_3,This is a whole purple cabbage
cabbage/cabbage_3,This is a head of purple cabbage This is a picture of cabbage A head of purple cabbage viewed from 4 different angles
cabbage/cabbage_3,The object presented appears to be a large head of purple cabbage
cabbage/cabbage_3,This is red cabbage
cabbage/cabbage_3,This is a red cabbage laying on its side
cabbage/cabbage_3,This is a purple color, cabbage
cabbage/cabbage_3,cabage
cabbage/cabbage_3,This is a slightly ovoid gray and red marbled object
cabbage/cabbage_3,This is a purple cabage
cylinder/cylinder_3,a blue cylinder
cylinder/cylinder_3,This is a blue cylinder
cylinder/cylinder_3,This is a blue cylinder
cylinder/cylinder_3,This is a blue round cylinder
cylinder/cylinder_3,This is a blue cylinder
cylinder/cylinder_3,This is a blue cylinder
cylinder/cylinder_3,This is a small blue cylinder
cylinder/cylinder_3,This is a blue cylinder shape with two flat circle faces
cylinder/cylinder_3,This is a blue plastic cylinder
cylinder/cylinder_3,This is a blue color, cylinder shape
cylinder/cylinder_3,This is a child's toy blue cylinder
cylinder/cylinder_3,A medium blue roller type image which looks shiny and ready to use for some task
cylinder/cylinder_3,this is a cylinder shaped blue play block
cylinder/cylinder_3,This is a blue cylander
cabbage/cabbage_1,This is a purple cabage
cabbage/cabbage_1,This is red cabbage
cabbage/cabbage_1,This is a dark purple cabbage
cabbage/cabbage_1,red cabbage on its side
cabbage/cabbage_1,This is a purple cabbage  This is the stem end of a purple cabbage This is a purple cabbage laying on its' side
cabbage/cabbage_1,This is a cabbage
cabbage/cabbage_1,This is a picture of a red cabbage
cabbage/cabbage_1,This is a purple cabage
cabbage/cabbage_1,This is a purple color, cabbage
cabbage/cabbage_1,This is a purple cabbage
cabbage/cabbage_1,This is a red cabbage
cabbage/cabbage_1,This is a purple cabbage
cabbage/cabbage_1,this is a red cabbage
cabbage/cabbage_1,This is a purple cabbage
tomato/tomato_4,This is a orange tomato
