Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
purple,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      banana/banana_1 (yellow banana arch)      ,eggplant/eggplant_4 (eggplant purple ovoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,eggplant/eggplant_4 (eggplant purple ovoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      potato/potato_4 (brown potato ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) cabbage/cabbage_1 (cabbage purple ellipsoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
purple,cabbage/cabbage_1 (cabbage purple ellipsoid)      potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      banana/banana_1 (yellow banana arch)      ,eggplant/eggplant_4 (eggplant purple ovoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      ,eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
green,corn/corn_4 (corn white long-cone)      plum/plum_3 (purple plum ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      lime/lime_4 (green lime ellipsoid)      plum/plum_3 (purple plum ellipsoid)      ,lime/lime_4 (green lime ellipsoid) ,lime/lime_4 (green lime ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_4 (green lime ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      plum/plum_3 (purple plum ellipsoid)      triangle/triangle_3 (green triangle block)      ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) triangle/triangle_3 (green triangle block) ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) triangle/triangle_3 (green triangle block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
green,plum/plum_3 (purple plum ellipsoid)      lime/lime_4 (green lime ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      corn/corn_4 (corn white long-cone)      plum/plum_3 (purple plum ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_4 (green lime ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      carrot/carrot_1 (carrot orange long-cone)      plum/plum_3 (purple plum ellipsoid)      ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
green,carrot/carrot_1 (carrot orange long-cone)      cucumber/cucumber_1 (green cucumber ovoid)      lime/lime_4 (green lime ellipsoid)      plum/plum_3 (purple plum ellipsoid)      corn/corn_4 (corn white long-cone)      plum/plum_3 (purple plum ellipsoid)      ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) lime/lime_4 (green lime ellipsoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_4 (green lime ellipsoid)      corn/corn_4 (corn white long-cone)      carrot/carrot_1 (carrot orange long-cone)      carrot/carrot_1 (carrot orange long-cone)      plum/plum_3 (purple plum ellipsoid)      ,lime/lime_4 (green lime ellipsoid) ,lime/lime_4 (green lime ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
green,carrot/carrot_1 (carrot orange long-cone)      corn/corn_4 (corn white long-cone)      lime/lime_4 (green lime ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      plum/plum_3 (purple plum ellipsoid)      plum/plum_3 (purple plum ellipsoid)      ,lime/lime_4 (green lime ellipsoid) ,lime/lime_4 (green lime ellipsoid) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_4 (green lime ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      corn/corn_4 (corn white long-cone)      plum/plum_3 (purple plum ellipsoid)      ,lime/lime_4 (green lime ellipsoid) ,lime/lime_4 (green lime ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
green,carrot/carrot_1 (carrot orange long-cone)      triangle/triangle_3 (green triangle block)      plum/plum_3 (purple plum ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      lime/lime_4 (green lime ellipsoid)      ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) triangle/triangle_3 (green triangle block) ,lime/lime_4 (green lime ellipsoid) cucumber/cucumber_1 (green cucumber ovoid) triangle/triangle_3 (green triangle block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_4 (green lime ellipsoid)      corn/corn_4 (corn white long-cone)      carrot/carrot_1 (carrot orange long-cone)      plum/plum_3 (purple plum ellipsoid)      plum/plum_3 (purple plum ellipsoid)      ,lime/lime_4 (green lime ellipsoid) ,lime/lime_4 (green lime ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
yellow,eggplant/eggplant_4 (eggplant purple ovoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      carrot/carrot_1 (carrot orange long-cone)      plum/plum_3 (purple plum ellipsoid)      ,cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) carrot/carrot_1 (carrot orange long-cone) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
yellow,cube/cube_1 (yellow cube block)      cylinder/cylinder_1 (yellow cylinder block)      eggplant/eggplant_4 (eggplant purple ovoid)      cuboid/cuboid_1 (yellow cuboid block)      plum/plum_3 (purple plum ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) cylinder/cylinder_1 (yellow cylinder block) ,cube/cube_1 (yellow cube block) cylinder/cylinder_1 (yellow cylinder block) cuboid/cuboid_1 (yellow cuboid block) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,plum/plum_3 (purple plum ellipsoid)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,plum/plum_3 (purple plum ellipsoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      cuboid/cuboid_1 (yellow cuboid block)      ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      plum/plum_3 (purple plum ellipsoid)      ,cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cylinder/cylinder_1 (yellow cylinder block)      cube/cube_1 (yellow cube block)      plum/plum_3 (purple plum ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      cucumber/cucumber_1 (green cucumber ovoid)      ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) cylinder/cylinder_1 (yellow cylinder block) ,cylinder/cylinder_1 (yellow cylinder block) cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cylinder/cylinder_1 (yellow cylinder block)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      cuboid/cuboid_1 (yellow cuboid block)      plum/plum_3 (purple plum ellipsoid)      eggplant/eggplant_4 (eggplant purple ovoid)      ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) cylinder/cylinder_1 (yellow cylinder block) ,cuboid/cuboid_1 (yellow cuboid block) cylinder/cylinder_1 (yellow cylinder block) cube/cube_1 (yellow cube block) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,plum/plum_3 (purple plum ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      cuboid/cuboid_1 (yellow cuboid block)      ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cuboid/cuboid_1 (yellow cuboid block)      cube/cube_1 (yellow cube block)      cylinder/cylinder_1 (yellow cylinder block)      plum/plum_3 (purple plum ellipsoid)      ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) cylinder/cylinder_1 (yellow cylinder block) ,cuboid/cuboid_1 (yellow cuboid block) cube/cube_1 (yellow cube block) cylinder/cylinder_1 (yellow cylinder block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cuboid/cuboid_1 (yellow cuboid block)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      plum/plum_3 (purple plum ellipsoid)      eggplant/eggplant_4 (eggplant purple ovoid)      ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) ,cuboid/cuboid_1 (yellow cuboid block) cube/cube_1 (yellow cube block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
red,tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      cabbage/cabbage_1 (cabbage purple ellipsoid)      plum/plum_3 (purple plum ellipsoid)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
red,cabbage/cabbage_1 (cabbage purple ellipsoid)      banana/banana_1 (yellow banana arch)      plum/plum_3 (purple plum ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,plum/plum_3 (purple plum ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
red,cube/cube_1 (yellow cube block)      plum/plum_3 (purple plum ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) ,plum/plum_3 (purple plum ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      plum/plum_3 (purple plum ellipsoid)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,banana/banana_1 (yellow banana arch)      plum/plum_3 (purple plum ellipsoid)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,plum/plum_3 (purple plum ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
red,arch/arch_3 (green arch block)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      lime/lime_4 (green lime ellipsoid)      ,tomato/tomato_3 (red tomato ellipsoid) ,tomato/tomato_3 (red tomato ellipsoid) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
red,cube/cube_1 (yellow cube block)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      plum/plum_3 (purple plum ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) ,plum/plum_3 (purple plum ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
red,banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      ,tomato/tomato_3 (red tomato ellipsoid) ,tomato/tomato_3 (red tomato ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,plum/plum_3 (purple plum ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      banana/banana_1 (yellow banana arch)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,plum/plum_3 (purple plum ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
red,plum/plum_3 (purple plum ellipsoid)      arch/arch_3 (green arch block)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      ,tomato/tomato_3 (red tomato ellipsoid) plum/plum_3 (purple plum ellipsoid) ,plum/plum_3 (purple plum ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
