Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
cylinder,carrot/carrot_2 (carrot orange long-cone)      arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      cylinder/cylinder_4 (green cylinder block)      ,cylinder/cylinder_4 (green cylinder block) ,cylinder/cylinder_4 (green cylinder block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
cylinder,orange/orange_4 (orange ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      tomato/tomato_3 (red tomato ellipsoid)      cylinder/cylinder_4 (green cylinder block)      cylinder/cylinder_4 (green cylinder block)      ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cylinder,orange/orange_4 (orange ellipsoid)      cylinder/cylinder_4 (green cylinder block)      cylinder/cylinder_4 (green cylinder block)      ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
cylinder,tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      cylinder/cylinder_4 (green cylinder block)      cylinder/cylinder_4 (green cylinder block)      cylinder/cylinder_4 (green cylinder block)      ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cylinder,orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cylinder/cylinder_4 (green cylinder block)      cylinder/cylinder_4 (green cylinder block)      ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cylinder,orange/orange_4 (orange ellipsoid)      cylinder/cylinder_4 (green cylinder block)      carrot/carrot_2 (carrot orange long-cone)      tomato/tomato_3 (red tomato ellipsoid)      ,cylinder/cylinder_4 (green cylinder block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
cylinder,carrot/carrot_2 (carrot orange long-cone)      cylinder/cylinder_4 (green cylinder block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,cylinder/cylinder_4 (green cylinder block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
cylinder,orange/orange_4 (orange ellipsoid)      cylinder/cylinder_4 (green cylinder block)      cylinder/cylinder_4 (green cylinder block)      cylinder/cylinder_4 (green cylinder block)      ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,cylinder/cylinder_4 (green cylinder block) cylinder/cylinder_4 (green cylinder block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
cylinder,carrot/carrot_2 (carrot orange long-cone)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      arch/arch_4 (red arch block)      cylinder/cylinder_4 (green cylinder block)      ,cylinder/cylinder_4 (green cylinder block) ,cylinder/cylinder_4 (green cylinder block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
cylinder,cylinder/cylinder_4 (green cylinder block)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      orange/orange_4 (orange ellipsoid)      arch/arch_4 (red arch block)      cucumber/cucumber_3 (green cucumber ovoid)      ,cylinder/cylinder_4 (green cylinder block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
 ,,,,,,,,,,,
cube,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_4 (red cube block)      carrot/carrot_2 (carrot orange long-cone)      cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      cucumber/cucumber_3 (green cucumber ovoid)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_4 (red cube block)      cucumber/cucumber_3 (green cucumber ovoid)      carrot/carrot_2 (carrot orange long-cone)      ,cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cucumber/cucumber_3 (green cucumber ovoid)      carrot/carrot_2 (carrot orange long-cone)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,carrot/carrot_2 (carrot orange long-cone)      cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      cucumber/cucumber_3 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_4 (red cube block)      cucumber/cucumber_3 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cube,cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
cube,cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
cube,carrot/carrot_2 (carrot orange long-cone)      cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
cube,cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      carrot/carrot_2 (carrot orange long-cone)      ,cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
triangle,triangle/triangle_3 (green triangle block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      orange/orange_4 (orange ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
triangle,triangle/triangle_3 (green triangle block)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      orange/orange_4 (orange ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,tomato/tomato_3 (red tomato ellipsoid)      arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      cucumber/cucumber_3 (green cucumber ovoid)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
cuboid,orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      cube/cube_4 (red cube block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
cuboid,cuboid/cuboid_4 (blue cuboid block)      cube/cube_4 (red cube block)      carrot/carrot_2 (carrot orange long-cone)      cucumber/cucumber_3 (green cucumber ovoid)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cucumber/cucumber_3 (green cucumber ovoid) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
cuboid,orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cube/cube_4 (red cube block)      carrot/carrot_2 (carrot orange long-cone)      tomato/tomato_3 (red tomato ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
cuboid,cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      orange/orange_4 (orange ellipsoid)      cube/cube_4 (red cube block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cuboid,cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      cube/cube_4 (red cube block)      orange/orange_4 (orange ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cuboid,cube/cube_4 (red cube block)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
cuboid,cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      cube/cube_4 (red cube block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cuboid,cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      orange/orange_4 (orange ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cuboid,carrot/carrot_2 (carrot orange long-cone)      cube/cube_4 (red cube block)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      ,cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
cuboid,orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      cube/cube_4 (red cube block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
 ,,,,,,,,,,,
triangular,arch/arch_4 (red arch block)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
triangular,orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangular,triangle/triangle_3 (green triangle block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
triangular,tomato/tomato_3 (red tomato ellipsoid)      arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangular,triangle/triangle_3 (green triangle block)      orange/orange_4 (orange ellipsoid)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
triangular,tomato/tomato_3 (red tomato ellipsoid)      arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangular,orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangular,tomato/tomato_3 (red tomato ellipsoid)      arch/arch_4 (red arch block)      cucumber/cucumber_3 (green cucumber ovoid)      orange/orange_4 (orange ellipsoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
triangular,triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      ,triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
triangular,tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
rectangular,cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
rectangular,cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      lime/lime_2 (green lime ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
rectangular,lime/lime_2 (green lime ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      banana/banana_2 (yellow banana arch)      carrot/carrot_2 (carrot orange long-cone)      cuboid/cuboid_4 (blue cuboid block)      ,cuboid/cuboid_4 (blue cuboid block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
rectangular,tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      cucumber/cucumber_3 (green cucumber ovoid)      banana/banana_2 (yellow banana arch)      lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      ,cuboid/cuboid_4 (blue cuboid block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
rectangular,cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      lime/lime_2 (green lime ellipsoid)      banana/banana_2 (yellow banana arch)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
rectangular,banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
rectangular,cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      banana/banana_2 (yellow banana arch)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
rectangular,cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      lime/lime_2 (green lime ellipsoid)      banana/banana_2 (yellow banana arch)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
