Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
blue,cucumber/cucumber_3 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      lime/lime_2 (green lime ellipsoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      ,cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
purple,cabbage/cabbage_2 (cabbage purple ellipsoid)      triangle/triangle_3 (green triangle block)      eggplant/eggplant_1 (eggplant purple ovoid)      banana/banana_2 (yellow banana arch)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,triangle/triangle_3 (green triangle block)      banana/banana_2 (yellow banana arch)      cabbage/cabbage_2 (cabbage purple ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) ,cabbage/cabbage_2 (cabbage purple ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,eggplant/eggplant_1 (eggplant purple ovoid)      triangle/triangle_3 (green triangle block)      cabbage/cabbage_2 (cabbage purple ellipsoid)      banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) ,eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,cabbage/cabbage_2 (cabbage purple ellipsoid)      banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      arch/arch_4 (red arch block)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) ,cabbage/cabbage_2 (cabbage purple ellipsoid) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,eggplant/eggplant_1 (eggplant purple ovoid)      banana/banana_2 (yellow banana arch)      cabbage/cabbage_2 (cabbage purple ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
purple,banana/banana_2 (yellow banana arch)      eggplant/eggplant_1 (eggplant purple ovoid)      cuboid/cuboid_4 (blue cuboid block)      cabbage/cabbage_2 (cabbage purple ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) ,eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,cabbage/cabbage_2 (cabbage purple ellipsoid)      eggplant/eggplant_1 (eggplant purple ovoid)      triangle/triangle_3 (green triangle block)      banana/banana_2 (yellow banana arch)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
purple,banana/banana_2 (yellow banana arch)      cabbage/cabbage_2 (cabbage purple ellipsoid)      eggplant/eggplant_1 (eggplant purple ovoid)      cabbage/cabbage_2 (cabbage purple ellipsoid)      triangle/triangle_3 (green triangle block)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,cabbage/cabbage_2 (cabbage purple ellipsoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
purple,cabbage/cabbage_2 (cabbage purple ellipsoid)      eggplant/eggplant_1 (eggplant purple ovoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,eggplant/eggplant_1 (eggplant purple ovoid)      triangle/triangle_3 (green triangle block)      cabbage/cabbage_2 (cabbage purple ellipsoid)      cabbage/cabbage_2 (cabbage purple ellipsoid)      banana/banana_2 (yellow banana arch)      ,cabbage/cabbage_2 (cabbage purple ellipsoid) eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,eggplant/eggplant_1 (eggplant purple ovoid) cabbage/cabbage_2 (cabbage purple ellipsoid) cabbage/cabbage_2 (cabbage purple ellipsoid) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
yellow,lemon/lemon_3 (yellow lemon ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      corn/corn_1 (corn white long-cone)      banana/banana_2 (yellow banana arch)      potato/potato_2 (brown potato ellipsoid)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) lemon/lemon_3 (yellow lemon ellipsoid) ,lemon/lemon_3 (yellow lemon ellipsoid) banana/banana_2 (yellow banana arch) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
yellow,tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      potato/potato_2 (brown potato ellipsoid)      corn/corn_1 (corn white long-cone)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) ,banana/banana_2 (yellow banana arch) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
yellow,tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      corn/corn_1 (corn white long-cone)      potato/potato_2 (brown potato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) ,banana/banana_2 (yellow banana arch) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
yellow,corn/corn_1 (corn white long-cone)      cuboid/cuboid_4 (blue cuboid block)      potato/potato_2 (brown potato ellipsoid)      banana/banana_2 (yellow banana arch)      lemon/lemon_3 (yellow lemon ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) lemon/lemon_3 (yellow lemon ellipsoid) ,banana/banana_2 (yellow banana arch) lemon/lemon_3 (yellow lemon ellipsoid) ,2.0,3.0,0.0,1.0,0.833333333333,1.0,0.666666666667,0.8
yellow,tomato/tomato_3 (red tomato ellipsoid)      corn/corn_1 (corn white long-cone)      potato/potato_2 (brown potato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) ,banana/banana_2 (yellow banana arch) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
yellow,potato/potato_2 (brown potato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      corn/corn_1 (corn white long-cone)      carrot/carrot_2 (carrot orange long-cone)      tomato/tomato_3 (red tomato ellipsoid)      ,corn/corn_1 (corn white long-cone) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
yellow,banana/banana_2 (yellow banana arch)      corn/corn_1 (corn white long-cone)      lemon/lemon_3 (yellow lemon ellipsoid)      potato/potato_2 (brown potato ellipsoid)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) lemon/lemon_3 (yellow lemon ellipsoid) ,banana/banana_2 (yellow banana arch) lemon/lemon_3 (yellow lemon ellipsoid) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
yellow,potato/potato_2 (brown potato ellipsoid)      corn/corn_1 (corn white long-cone)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      banana/banana_2 (yellow banana arch)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) ,banana/banana_2 (yellow banana arch) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
yellow,tomato/tomato_3 (red tomato ellipsoid)      potato/potato_2 (brown potato ellipsoid)      corn/corn_1 (corn white long-cone)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      carrot/carrot_2 (carrot orange long-cone)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) ,banana/banana_2 (yellow banana arch) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
yellow,cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      corn/corn_1 (corn white long-cone)      lemon/lemon_3 (yellow lemon ellipsoid)      potato/potato_2 (brown potato ellipsoid)      ,corn/corn_1 (corn white long-cone) banana/banana_2 (yellow banana arch) lemon/lemon_3 (yellow lemon ellipsoid) ,banana/banana_2 (yellow banana arch) lemon/lemon_3 (yellow lemon ellipsoid) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
 ,,,,,,,,,,,
green,potato/potato_2 (brown potato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      semicylinder/semicylinder_3 (yellow semicylinder block)      lime/lime_2 (green lime ellipsoid)      ,lime/lime_2 (green lime ellipsoid) ,lime/lime_2 (green lime ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
green,potato/potato_2 (brown potato ellipsoid)      cylinder/cylinder_4 (green cylinder block)      lime/lime_2 (green lime ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      ,lime/lime_2 (green lime ellipsoid) cucumber/cucumber_3 (green cucumber ovoid) cylinder/cylinder_4 (green cylinder block) ,cucumber/cucumber_3 (green cucumber ovoid) lime/lime_2 (green lime ellipsoid) cylinder/cylinder_4 (green cylinder block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_2 (green lime ellipsoid)      potato/potato_2 (brown potato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      ,lime/lime_2 (green lime ellipsoid) ,lime/lime_2 (green lime ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_2 (green lime ellipsoid)      arch/arch_4 (red arch block)      cuboid/cuboid_4 (blue cuboid block)      potato/potato_2 (brown potato ellipsoid)      ,lime/lime_2 (green lime ellipsoid) ,lime/lime_2 (green lime ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
green,cuboid/cuboid_4 (blue cuboid block)      lime/lime_2 (green lime ellipsoid)      arch/arch_4 (red arch block)      potato/potato_2 (brown potato ellipsoid)      ,lime/lime_2 (green lime ellipsoid) ,lime/lime_2 (green lime ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
green,semicylinder/semicylinder_3 (yellow semicylinder block)      potato/potato_2 (brown potato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      corn/corn_1 (corn white long-cone)      arch/arch_4 (red arch block)      lime/lime_2 (green lime ellipsoid)      ,lime/lime_2 (green lime ellipsoid) ,lime/lime_2 (green lime ellipsoid) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      semicylinder/semicylinder_3 (yellow semicylinder block)      arch/arch_4 (red arch block)      potato/potato_2 (brown potato ellipsoid)      ,lime/lime_2 (green lime ellipsoid) ,lime/lime_2 (green lime ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
green,potato/potato_2 (brown potato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      cylinder/cylinder_4 (green cylinder block)      lime/lime_2 (green lime ellipsoid)      ,lime/lime_2 (green lime ellipsoid) cucumber/cucumber_3 (green cucumber ovoid) cylinder/cylinder_4 (green cylinder block) ,cucumber/cucumber_3 (green cucumber ovoid) cylinder/cylinder_4 (green cylinder block) lime/lime_2 (green lime ellipsoid) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_2 (green lime ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      potato/potato_2 (brown potato ellipsoid)      cylinder/cylinder_4 (green cylinder block)      ,lime/lime_2 (green lime ellipsoid) cucumber/cucumber_3 (green cucumber ovoid) cylinder/cylinder_4 (green cylinder block) ,lime/lime_2 (green lime ellipsoid) cucumber/cucumber_3 (green cucumber ovoid) cylinder/cylinder_4 (green cylinder block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
green,lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      potato/potato_2 (brown potato ellipsoid)      arch/arch_4 (red arch block)      cucumber/cucumber_3 (green cucumber ovoid)      ,lime/lime_2 (green lime ellipsoid) cucumber/cucumber_3 (green cucumber ovoid) ,lime/lime_2 (green lime ellipsoid) cucumber/cucumber_3 (green cucumber ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
orange,cuboid/cuboid_4 (blue cuboid block)      carrot/carrot_2 (carrot orange long-cone)      banana/banana_2 (yellow banana arch)      orange/orange_4 (orange ellipsoid)      ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) orange/orange_4 (orange ellipsoid) ,orange/orange_4 (orange ellipsoid) banana/banana_2 (yellow banana arch) carrot/carrot_2 (carrot orange long-cone) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
orange,banana/banana_2 (yellow banana arch)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      ,orange/orange_4 (orange ellipsoid) ,banana/banana_2 (yellow banana arch) orange/orange_4 (orange ellipsoid) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
orange,orange/orange_4 (orange ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      orange/orange_4 (orange ellipsoid)      banana/banana_2 (yellow banana arch)      ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) orange/orange_4 (orange ellipsoid) ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) orange/orange_4 (orange ellipsoid) banana/banana_2 (yellow banana arch) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
orange,tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      orange/orange_4 (orange ellipsoid)      lime/lime_2 (green lime ellipsoid)      ,orange/orange_4 (orange ellipsoid) ,banana/banana_2 (yellow banana arch) orange/orange_4 (orange ellipsoid) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
orange,lime/lime_2 (green lime ellipsoid)      banana/banana_2 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      ,orange/orange_4 (orange ellipsoid) ,orange/orange_4 (orange ellipsoid) banana/banana_2 (yellow banana arch) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
orange,cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      banana/banana_2 (yellow banana arch)      lime/lime_2 (green lime ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) ,banana/banana_2 (yellow banana arch) carrot/carrot_2 (carrot orange long-cone) orange/orange_4 (orange ellipsoid) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
orange,orange/orange_4 (orange ellipsoid)      banana/banana_2 (yellow banana arch)      orange/orange_4 (orange ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) orange/orange_4 (orange ellipsoid) ,orange/orange_4 (orange ellipsoid) banana/banana_2 (yellow banana arch) orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
orange,tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      orange/orange_4 (orange ellipsoid)      ,orange/orange_4 (orange ellipsoid) ,banana/banana_2 (yellow banana arch) orange/orange_4 (orange ellipsoid) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
orange,orange/orange_4 (orange ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      orange/orange_4 (orange ellipsoid)      banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) orange/orange_4 (orange ellipsoid) ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) orange/orange_4 (orange ellipsoid) banana/banana_2 (yellow banana arch) ,3.0,1.0,1.0,0.0,0.8,0.75,1.0,0.857142857143
orange,cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      orange/orange_4 (orange ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      tomato/tomato_3 (red tomato ellipsoid)      ,orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) ,banana/banana_2 (yellow banana arch) orange/orange_4 (orange ellipsoid) carrot/carrot_2 (carrot orange long-cone) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
 ,,,,,,,,,,,
red,tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      potato/potato_2 (brown potato ellipsoid)      ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,tomato/tomato_3 (red tomato ellipsoid) potato/potato_2 (brown potato ellipsoid) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
red,potato/potato_2 (brown potato ellipsoid)      lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cucumber/cucumber_3 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,potato/potato_2 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      triangle/triangle_3 (green triangle block)      lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,tomato/tomato_3 (red tomato ellipsoid) potato/potato_2 (brown potato ellipsoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
red,arch/arch_4 (red arch block)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      potato/potato_2 (brown potato ellipsoid)      ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) tomato/tomato_3 (red tomato ellipsoid) potato/potato_2 (brown potato ellipsoid) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
red,tomato/tomato_3 (red tomato ellipsoid)      potato/potato_2 (brown potato ellipsoid)      arch/arch_4 (red arch block)      cuboid/cuboid_4 (blue cuboid block)      ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) arch/arch_4 (red arch block) ,tomato/tomato_3 (red tomato ellipsoid) potato/potato_2 (brown potato ellipsoid) arch/arch_4 (red arch block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
red,potato/potato_2 (brown potato ellipsoid)      lime/lime_2 (green lime ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
red,lime/lime_2 (green lime ellipsoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      cucumber/cucumber_3 (green cucumber ovoid)      potato/potato_2 (brown potato ellipsoid)      ,potato/potato_2 (brown potato ellipsoid) ,potato/potato_2 (brown potato ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
red,potato/potato_2 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_2 (green lime ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      cuboid/cuboid_4 (blue cuboid block)      ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,potato/potato_2 (brown potato ellipsoid) tomato/tomato_3 (red tomato ellipsoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,potato/potato_2 (brown potato ellipsoid)      triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      cucumber/cucumber_3 (green cucumber ovoid)      lime/lime_2 (green lime ellipsoid)      ,potato/potato_2 (brown potato ellipsoid) ,potato/potato_2 (brown potato ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
red,potato/potato_2 (brown potato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      cuboid/cuboid_4 (blue cuboid block)      lime/lime_2 (green lime ellipsoid)      ,potato/potato_2 (brown potato ellipsoid) ,potato/potato_2 (brown potato ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
